project_id,title_clean,architect,city,country,typology,massing_type,climate_bin,year_completed,description_short,confidence_score
p_house_on_a_hill_pirinen_salo_oy_1037051,House on a Hill,Pirinen Salo Oy,,Finland,Residential,fragmented,temperate,2024,"A residential project strategically situated on a hill, harmonizing architecture and nature.",0.8
p_house_on_el_dragon_cristian_nanzer_1033392,House on El Dragón,Cristian Nanzer,Unknown City,Unknown Country,Residential,fragmented,temperate,2024,The House on El Dragón is a modern residential design characterized by its fragmented massing and integration with the landscape.,0.75
p_house_requena_sommet_1028630,House Requena,Sommet,Unknown,Unknown,Residential,fragmented,temperate,2024,A modern residence that merges indoor and outdoor living.,0.8
p_housing_affordability_drives_new_limits_on_short_t_unknown_1037308,Housing Affordability Drives New Limits on Short-Term Rentals Across European Cities,,,Various European Cities,Regulatory Framework,n/a,temperate,2024,This project examines the impact of housing affordability on short-term rental regulations across European cities.,0.8
p_house_requena_sommet_1028630,House Requena,Sommet,,,Residential,fragmented,temperate,2024,House Requena is a contemporary residence that emphasizes a strong connection to its natural surroundings.,0.8
p_how_2025_turned_architectural_visuals_into_dispute_unknown_1036773,How 2025 Turned Architectural Visuals Into Disputed Media,,,,,,temperate,2024,This project examines the impact of architectural visuals as disputed media in 2025.,0.8
p_housing_affordability_drives_new_limits_on_short_t_unknown_1037308,Housing Affordability Drives New Limits on Short-Term Rentals Across European Cities,,,Various,Residential,fragmented,temperate,2024,This initiative addresses housing affordability by regulating short-term rentals across European cities.,0.9
p_how_architects_are_responding_to_technology_that_t_unknown_1036678,How Architects Are Responding to Technology That Turns Buildings into Carbon Sinks,Various,,,Commercial,varied,temperate,2024,Exploration of architectural responses to building technologies for carbon sequestration.,0.8
p_how_2025_turned_architectural_visuals_into_dispute_unknown_1036773,How 2025 Turned Architectural Visuals Into Disputed Media,Unknown,Unknown,Unknown,Cultural,fragmented,Unknown,2024,A project exploring the transformation of architectural visuals into contested media narratives.,0.8
p_how_automated_parking_systems_reclaim_urban_space_solomon_cordwell_bue_1036703,How Automated Parking Systems Reclaim Urban Space,Not specified,Not specified,Not specified,infrastructure,compact,temperate,2024,An innovative automated parking system designed to optimize urban space.,0.8
p_how_architects_are_responding_to_technology_that_t_unknown_1036678,How Architects Are Responding to Technology That Turns Buildings into Carbon Sinks,,,,mixed-use,fragmented,temperate,2024,"An architectural project focused on developing buildings that can absorb carbon, addressing climate change.",0.8
p_how_biophilic_cities_address_the_urban_health_cris_unknown_1030715,How Biophilic Cities Address the Urban Health Crisis in the United States,,,United States,urban design,fragmented,temperate,2024,This project explores biophilic design principles to address urban health issues in the U.S.,0.8
p_how_automated_parking_systems_reclaim_urban_space_solomon_cordwell_bue_1036703,How Automated Parking Systems Reclaim Urban Space,Unknown,Unknown,Unknown,infrastructure,linear,temperate,2024,An innovative project leveraging automated parking systems to reclaim urban spaces.,0.8
p_how_can_hidden_niches_transform_walls_into_functio_unknown_1036640,How Can Hidden Niches Transform Walls into Functional Architecture?,Unknown,Unknown,Unknown,Mixed-use,fragmented,temperate,2024,This project explores the integration of hidden niches into architectural walls.,0.8
p_how_biophilic_cities_address_the_urban_health_cris_unknown_1030715,How Biophilic Cities Address the Urban Health Crisis in the United States,,Various,United States,Urban Planning,,temperate,2024,An exploration of biophilic design in urban environments aimed at addressing public health crises.,0.8
p_how_do_composites_make_complex_designs_constructib_unknown_1035667,How Do Composites Make Complex Designs Constructible?,Unknown,Unknown,Unknown,Research Project,fragmented,temperate,2024,This project investigates the role of composites in achieving intricate building designs.,0.8
p_how_can_hidden_niches_transform_walls_into_functio_unknown_1036640,How Can Hidden Niches Transform Walls into Functional Architecture?,Unknown,Unknown,Unknown,Residential,fragmented,temperate,2024,A transformative architectural project that reimagines walls into functional and aesthetic niches.,0.8
p_how_do_composites_make_complex_designs_constructib_unknown_1035667,How Do Composites Make Complex Designs Constructible?,,,,,,,0,,0.0
p_how_environments_shape_outdoor_dining_spaces_24_ar_unknown_1036528,How Environments Shape Outdoor Dining Spaces: 24 Architectural Approaches,,,,commercial,,,2024,An analysis of 24 architectural approaches to enhance outdoor dining spaces.,0.8
p_how_environments_shape_outdoor_dining_spaces_24_ar_unknown_1036528,How Environments Shape Outdoor Dining Spaces: 24 Architectural Approaches,,,,Outdoor dining space,fragmented,temperate,2024,A compilation of 24 architectural strategies that influence outdoor dining experiences.,0.8
p_how_heavy_is_a_city_exploring_the_lisbon_architect_unknown_1034626,How Heavy is a City?,Unknown,Lisbon,Portugal,Cultural Event,fragmented,temperate,2024,Exploring urban weight through an architectural exhibition in Lisbon.,0.8
p_how_heavy_is_a_city_exploring_the_lisbon_architect_unknown_1034626,How Heavy is a City?,Unknown,Lisbon,Portugal,Cultural,fragmented,temperate,2024,The project examines urban densities through an architectural lens at the Lisbon Architecture Triennale 2025.,0.8
p_how_to_incorporate_gardens_in_home_design_unknown_932106,How to Incorporate Gardens in Home Design,Unknown,,,Residential,Courtyard,Tropical,2024,An innovative approach to integrating gardens into residential home design.,0.8
p_how_to_incorporate_gardens_in_home_design_unknown_932106,How to Incorporate Gardens in Home Design,Unknown,Unknown,Unknown,Residential,fragmented,temperate,2024,A residential design project that emphasizes the integration of gardens into living spaces.,0.8
p_ibate_building_studio_arthur_casas_1036680,Ibaté Building,Studio Arthur Casas,São Paulo,Brazil,Residential,fragmented,tropical,2024,The Ibaté Building is a modern residential project designed to foster community interaction.,0.8
p_ibate_building_studio_arthur_casas_1036680,Ibaté Building,Studio Arthur Casas,São Paulo,Brazil,Residential,fragmented,tropical,2024,The Ibaté Building is a contemporary residential structure featuring versatile spaces for living and commerce.,0.8
p_in_southern_california_outdoor_dining_changes_the_unknown_962739,"In Southern California, Outdoor Dining Changes the Hospitality Landscape",,Los Angeles,United States,Commercial,fragmented,arid,2024,This project redefines outdoor dining experiences in Southern California's hospitality sector.,0.8
p_in_the_blink_of_an_eye_60_light_installations_illu_al_faisaliah_tower_d_1036858,In the Blink of an Eye,Unknown,Riyadh,Saudi Arabia,Cultural/Art Installation,fragmented,arid,2024,An immersive citywide gallery featuring 60 unique light installations for Noor Riyadh 2025.,0.8
p_in_southern_california_outdoor_dining_changes_the_unknown_962739,"In Southern California, Outdoor Dining Changes the Hospitality Landscape",,Southern California,United States,Hospitality,courtyard,arid,2024,This project showcases how outdoor dining can transform the hospitality experience in Southern California.,0.8
p_in_the_blink_of_an_eye_60_light_installations_illu_al_faisaliah_tower_d_1036858,In the Blink of an Eye: 60 Light Installations Illuminate a Citywide Gallery for Noor Riyadh 2025,,,,,,,0,,0.0
p_ingenhoven_breaks_ground_on_urban_mountain_for_dus_unknown_918866,Urban Mountain,Ingenhoven Architects,Düsseldorf,Germany,mixed-use,fragmented,temperate,2024,"Ingenhoven Architects is developing an 'Urban Mountain' in Düsseldorf, a mixed-use project integrating green spaces and urban living.",0.8
p_ingenhoven_breaks_ground_on_urban_mountain_for_dus_unknown_918866,Urban Mountain,Ingenhoven Architects,Düsseldorf,Germany,Mixed-use,fragmented,temperate,2024,"Ingenhoven Architects presents an innovative urban mountain in Düsseldorf, combining residential and commercial spaces with green areas.",0.8
p_interbau_apartment_house_through_the_lens_of_bahaa_unknown_929619,Interbau Apartment House,Bahaa Ghoussainy,Berlin,Germany,Residential,fragmented,temperate,2024,The Interbau Apartment House is a contemporary residential project that emphasizes community living.,0.8
p_interbau_apartment_house_through_the_lens_of_bahaa_unknown_929619,Interbau Apartment House,Bahaa Ghoussainy,Berlin,Germany,Residential,linear,temperate,2024,"A modern residential building designed with community in mind, featuring sustainable practices.",0.8
p_interior_design_trends_of_2024_unknown_1024255,Interior Design Trends of 2024,,,,Interior Design,,temperate,2024,A comprehensive look at the interior design trends shaping spaces in 2024.,0.8
p_interior_design_trends_of_2025_unknown_1036727,Interior Design Trends of 2025,,,,,,,0,,0.0
p_interior_design_trends_of_2024_unknown_1024255,Interior Design Trends of 2024,,,,Interior Design,,,2024,An examination of the interior design trends anticipated for 2024.,0.8
p_interior_design_trends_of_2025_unknown_1036727,Interior Design Trends of 2025,,,,,,,0,,0.0
p_itaara_da_serra_houses_pablo_patriota_arqui_1036921,Itaara da Serra Houses,Pablo Patriota,,Brazil,Residential,clustered,tropical,2024,A set of residential houses designed to harmonize with the tropical landscape of Itaara da Serra.,0.8
p_itaara_da_serra_houses_pablo_patriota_arqui_1036921,Itaara da Serra Houses,Pablo Patriota,Itaara,Brazil,Residential,clustered,tropical,2024,The Itaara da Serra Houses are designed as a progressive response to contemporary residential needs in a rural setting.,0.8
p_italy_prepares_15_sports_venues_for_the_milano_cor_unknown_1028018,Italy Prepares 15 Sports Venues for the Milano Cortina 2026 Winter Olympics,,Milano,Italy,Sports Venue,fragmented,temperate,2024,Preparation of 15 sports venues for the Milano Cortina 2026 Winter Olympics that will enhance the region's sporting infrastructure.,0.8
p_itami_jun_museum_itm_yooehwa_architec_1036765,Itami Jun Museum,Itm Yooehwa Architects,,,,,,0,,0.0
p_italy_prepares_15_sports_venues_for_the_milano_cor_unknown_1028018,Italy Prepares 15 Sports Venues for the Milano Cortina 2026 Winter Olympics,,Milano,Italy,Sports Facility,clustered,temperate,2024,Italy's preparation for the 2026 Winter Olympics includes constructing 15 state-of-the-art sports venues in Milano and Cortina.,0.8
p_izat_arundells_caochan_na_creige_wins_riba_house_o_pricegore_architects_1036944,Caochan na Creige,Izat Arundell,Unknown,United Kingdom,Residential,fragmented,temperate,2024,Caochan na Creige is an innovative residential project that integrates architecture with its natural surroundings.,0.8
p_jan_koum_center_for_nanoscience_and_nanotechnology_michel_remon_associe_1035580,Jan Koum Center For Nanoscience And Nanotechnology,Michel Rémon & Associés,,,,,,0,,0.0
p_jean_dauger_stadium_patrick_arotcharen_a_1037233,Jean Dauger Stadium,Patrick Arotcharen Architecte,,,,,,0,,0.0
p_itami_jun_museum_itm_yooehwa_architec_1036765,Itami Jun Museum,Itm Yooehwa Architects,Itami,Japan,Museum,fragmented,temperate,2024,"The Itami Jun Museum is a cultural space designed by Itm Yooehwa Architects, celebrating the artistic legacy of Itami Jun.",0.8
p_joaquim_moreno_appointed_chief_curator_of_the_8th_unknown_1037107,8th Lisbon Architecture Triennale,Joaquim Moreno,Lisbon,Portugal,Cultural,,temperate,2024,The 8th Lisbon Architecture Triennale is set to explore innovative architectural practices under the leadership of Chief Curator Joaquim Moreno.,0.8
p_izat_arundells_caochan_na_creige_wins_riba_house_o_pricegore_architects_1036944,Caochan na Creige,Izat Arundell,Unknown,Unknown,Residential,fragmented,temperate,2024,Caochan na Creige is a modern residential project that harmonizes with its natural surroundings.,0.8
p_kamegaike_onsen_yano_aoyama_architec_1036749,Kamegaike Onsen,Yano Aoyama,Unknown,Japan,Cultural,fragmented,temperate,2024,Kamegaike Onsen is a wellness center that integrates traditional Japanese onsen culture into its architectural design.,0.8
p_jan_koum_center_for_nanoscience_and_nanotechnology_michel_remon_associe_1035580,Jan Koum Center For Nanoscience And Nanotechnology,Michel Rémon & Associés,,,research center,fragmented,temperate,2024,The Jan Koum Center is a cutting-edge facility dedicated to nanoscience and nanotechnology research.,0.8
p_kasollet_e_zanave_maden_group_1037470,Kasollet e Zanave,Maden Group,,,Residential,clustered,temperate,2024,Kasollet e Zanave is a mixed-use residential project that emphasizes communal living and sustainability.,0.8
p_jean_dauger_stadium_patrick_arotcharen_a_1037233,Jean Dauger Stadium,Patrick Arotcharen,Bayonne,France,stadium,compact,temperate,2024,"Jean Dauger Stadium is a modern sports facility designed for rugby, featuring an innovative structural system and focused on sustainability.",0.8
p_joaquim_moreno_appointed_chief_curator_of_the_8th_unknown_1037107,8th Lisbon Architecture Triennale,Joaquim Moreno,Lisbon,Portugal,Cultural,,temperate,2024,"Joaquim Moreno has been appointed as the Chief Curator for the 8th Lisbon Architecture Triennale, focusing on contemporary architectural discourse.",0.8
p_kere_architecture_and_som_unveil_new_images_of_the_1037235,Las Vegas Museum of Art,Kéré Architecture,Las Vegas,United States,museum,pavilion,arid,2024,"The Las Vegas Museum of Art, designed by Kéré Architecture and SOM, emphasizes community interaction and innovative exhibit spaces.",0.8
p_kamegaike_onsen_yano_aoyama_architec_1036749,Kamegaike Onsen,Yano Aoyama,,Japan,Spa/Onsen,fragmented,temperate,2024,Kamegaike Onsen is a tranquil hot spring resort designed to harmonize with its natural setting.,0.8
p_kiang_malingue_art_gallery_beau_architects_1036717,"Kiang Malingue, Art Gallery",BEAU Architects,Unknown,Unknown,Art Gallery,fragmented,tropical,2024,Kiang Malingue is a contemporary art gallery designed by BEAU Architects located in an urban environment.,0.8
p_kasollet_e_zanave_maden_group_1037470,Kasollet e Zanave,Maden Group,,,Residential,clustered,temperate,2024,Kasollet e Zanave is a residential complex that emphasizes communal living intertwined with nature.,0.8
p_kiaora_residence_strang_1036926,Kiaora Residence,STRANG,Unknown City,Unknown Country,residential,fragmented,temperate,2024,Kiaora Residence is a modern home blending sustainability with contemporary design.,0.8
p_kere_architecture_and_som_unveil_new_images_of_the_1037235,Las Vegas Museum of Art,"Kéré Architecture, SOM",Las Vegas,United States,Museum,fragmented,arid,2024,A visionary museum design aiming to enhance art engagement in Las Vegas.,0.8
p_kiln_tower_for_the_brickworks_museum_boltshauser_architek_972419,Kiln Tower for the Brickworks Museum,Boltshauser Architekten,Zurich,Switzerland,museum,tower,temperate,2024,The Kiln Tower serves as a cultural and educational landmark for the Brickworks Museum.,0.8
p_kiang_malingue_art_gallery_beau_architects_1036717,"Kiang Malingue, Art Gallery",BEAU Architects,Shanghai,China,art gallery,fragmented,tropical,2024,Kiang Malingue Art Gallery serves as a contemporary space for art exhibitions in Shanghai.,0.8
p_kirkkonummi_library_jkmm_architects_952108,Kirkkonummi Library,JKMM Architects,Kirkkonummi,Finland,library,fragmented,temperate,2024,The Kirkkonummi Library by JKMM Architects is a modern public space designed to foster community engagement.,0.8
p_kiaora_residence_strang_1036926,Kiaora Residence,STRANG,Sydney,Australia,residential,fragmented,temperate,2024,The Kiaora Residence is a contemporary family home designed to seamlessly integrate with its natural surroundings.,0.8
p_kirloskar_institute_of_advanced_management_studies_ccba_designs_1036670,Kirloskar Institute of Advanced Management Studies,CCBA Designs,Pune,India,Educational,courtyard,tropical,2024,The Kirloskar Institute of Advanced Management Studies is a modern educational facility designed to foster collaboration and innovation.,0.8
p_kiln_tower_for_the_brickworks_museum_boltshauser_architek_972419,Kiln Tower for the Brickworks Museum,Boltshauser Architekten,,,museum,tower,temperate,2024,The Kiln Tower for the Brickworks Museum is a striking architectural addition that serves as an exhibition space.,0.8
p_kito_yamanashi_head_office_takenaka_corporation_1036831,KITO Yamanashi Head Office,Takenaka Corporation,Yamanashi,Japan,office,fragmented,temperate,2024,The KITO Yamanashi Head Office designed by Takenaka Corporation showcases a modern workplace environment.,0.8
p_kirkkonummi_library_jkmm_architects_952108,Kirkkonummi Library,JKMM Architects,Kirkkonummi,Finland,library,fragmented,temperate,2024,The Kirkkonummi Library is a modern cultural hub designed to serve the community with flexibility and sustainability.,0.85
p_kolon_x_anour_showroom_karimoku_case_1037162,Kolon x Anour Showroom,NORM Architects,Seoul,South Korea,Showroom,linear,temperate,2024,The Kolon x Anour Showroom by NORM Architects exemplifies modern design with an emphasis on sustainability and user engagement.,0.8
p_kirloskar_institute_of_advanced_management_studies_ccba_designs_1036670,Kirloskar Institute of Advanced Management Studies,CCBA Designs,,,Educational Institution,clustered,tropical,2024,A modern educational facility designed to foster advanced management studies through innovative design.,0.8
p_kito_yamanashi_head_office_takenaka_corporation_1036831,KITO Yamanashi Head Office,Takenaka Corporation,Yamanashi,Japan,Office,compact,temperate,2024,The KITO Yamanashi Head Office is a modern corporate building designed to foster collaboration and innovation.,0.8
p_koodu_weaving_a_nest_no_architects_design_1036849,Koodu Weaving a Nest,NO Architects,,,cultural,clustered,tropical,2024,Koodu Weaving a Nest is a cultural space designed by NO Architects aimed at fostering community interaction through art and education.,0.8
p_ko_bogen_ii_office_building_ingenhoven_architect_966059,Kö-Bogen II Office Building,ingenhoven architects,Düsseldorf,Germany,Office,fragmented,temperate,2024,Kö-Bogen II is a modern office building designed to enhance urban life in Düsseldorf.,0.85
p_kolon_x_anour_showroom_karimoku_case_1037162,Kolon x Anour Showroom,NORM Architects,,South Korea,showroom,linear,temperate,2024,A modern showroom designed to showcase products with a focus on sustainability and natural materials.,0.8
p_kuara_house_nnarq_1037028,Kûara House,Obra Arquitetos,,,Residential,fragmented,tropical,2024,Kûara House is a modern residential project that harmonizes contemporary design with the surrounding landscape.,0.8
p_koodu_weaving_a_nest_no_architects_design_1036849,Weaving a Nest,NO Architects,,,cultural,fragmented,tropical,2024,Koodu Weaving a Nest is a cultural project designed to enhance community interaction through innovative architectural solutions.,0.8
p_ko_bogen_ii_office_building_ingenhoven_architect_966059,Kö-Bogen II Office Building,ingenhoven architects,Düsseldorf,Germany,office,linear,temperate,2024,Kö-Bogen II is an office building designed by ingenhoven architects that integrates with urban life.,0.85
p_la_pinede_elementary_school_and_multi_purpose_hall_zwa_zweyacker_associ_1036838,La Pinede Elementary School and Multi-Purpose Hall,ZW/A zweyacker & associés,Unknown,Unknown,school,fragmented,temperate,2024,La Pinede Elementary School is a modern educational facility designed to foster community interaction.,0.8
p_kuara_house_nnarq_1037028,Kûara House,Obra Arquitetos,Unknown,Unknown,Residential,fragmented,tropical,2024,Kûara House is a contemporary residence that prioritizes harmony with nature.,0.85
p_landgastof_hotel_and_restaurant_pfeffermint_ag_1037232,Landgastof Hotel and Restaurant,pfeffermint AG,,,hotel/restaurant,fragmented,temperate,2024,A contemporary hotel and restaurant designed to harmonize with its rural surroundings.,0.8
p_laoyuting_pavilion_atelier_deshaus_1036767,Laoyuting Pavilion,Atelier Deshaus,,China,pavilion,pavilion,tropical,2024,The Laoyuting Pavilion is a contemporary cultural space designed for exhibitions and public gatherings.,0.8
p_la_pinede_elementary_school_and_multi_purpose_hall_zwa_zweyacker_associ_1036838,La Pinede Elementary School and Multi-Purpose Hall,ZW/A zweyacker & associés,N/A,N/A,Elementary School,linear,temperate,2024,La Pinede Elementary School and Multi-Purpose Hall combines educational and community functions in a sustainable environment.,0.8
p_landgastof_hotel_and_restaurant_pfeffermint_ag_1037232,Landgastof Hotel and Restaurant,pfeffermint AG,,,,,,0,,0.0
p_layers_of_meaning_exploring_the_depth_of_architect_unknown_1014920,Layers of Meaning: Exploring the Depth of Architectural Envelopes,Unknown,Unknown City,Unknown Country,Architectural Exploration,fragmented,temperate,2024,A conceptual project exploring the complexities of architectural envelopes.,0.8
p_laoyuting_pavilion_atelier_deshaus_1036767,Laoyuting Pavilion,Atelier Deshaus,Shanghai,China,pavilion,pavilion,temperate,2024,Laoyuting Pavilion is a cultural pavilion in Shanghai designed for public engagement and events.,0.8
p_le_carrier_cabin_gauthier_cammas_1036699,Le Carrier Cabin,Léo Brouel,Unknown,Unknown,Residential,fragmented,temperate,2024,Le Carrier Cabin is a residential cabin designed to harmonize with nature.,0.8
p_layers_of_meaning_exploring_the_depth_of_architect_unknown_1014920,Layers of Meaning: Exploring the Depth of Architectural Envelopes,Unknown Architect,,,experimental/installation,fragmented,Unknown,2024,An exploration into the complexities and meanings behind architectural envelopes.,0.8
p_le_carrier_cabin_gauthier_cammas_1036699,Le Carrier Cabin,Léo Brouel + Gauthier Cammas + Hugo Rubio + Seddik Lemcherfi,,,,,,0,,0.0
p_le_labo_daikanyama_jo_nagasaka_1037447,Le Labo Daikanyama,Schemata Architects,Tokyo,Japan,Retail,fragmented,temperate,2024,Le Labo Daikanyama is a unique retail space designed to enhance the fragrance shopping experience in Tokyo.,0.8
p_le_labo_daikanyama_jo_nagasaka_1037447,Le Labo Daikanyama,Schemata Architects,Tokyo,Japan,retail,fragmented,temperate,2024,Le Labo Daikanyama is a retail laboratory space that creatively blends fragrance design with customer experience.,0.9
p_lelis_house_memola_estudio_1036705,Lelis House,Memola Estúdio,N/A,N/A,Residential,fragmented,tropical,2024,Lelis House is a contemporary residential project by Memola Estúdio that emphasizes open space and a strong connection to the surrounding landscape.,0.85
p_lelis_house_memola_estudio_1036705,Lelis House,Memola Estúdio,Unknown,Unknown,Residential,fragmented,tropical,2024,Lelis House is a modern residential design that integrates sustainable strategies.,0.8
p_les_eventspace_rho_1006244,LES Eventspace,RHO,New York,United States,event space,fragmented,temperate,2024,A modern event space designed for versatility and community engagement.,0.85
p_les_eventspace_rho_1006244,LES Eventspace,RHO,New York,United States,Event space,fragmented,temperate,2024,A contemporary multi-purpose event space in the Lower East Side of Manhattan.,0.8
p_les_fabriques_school_brenac_gonzalez_asso_1037231,Les Fabriques School,Brenac & Gonzalez & Associés,Unknown City,France,School,courtyard,temperate,2024,Les Fabriques School is a community-centered educational facility designed by Brenac & Gonzalez & Associés.,0.8
p_les_fabriques_school_brenac_gonzalez_asso_1037231,Les Fabriques School,Brenac & Gonzalez & Associés,Nanterre,France,school,courtyard,temperate,2024,Les Fabriques School is a modern educational facility designed to create an engaging learning environment.,0.8
p_less_or_more_the_psychological_influence_of_minima_mexican_architect_lu_1028585,Less or More?,Unknown,Unknown,Unknown,Research Project,unknown,unknown,2024,A research project analyzing the psychological influence of minimalist and maximalist architectural spaces.,0.8
p_less_or_more_the_psychological_influence_of_minima_mexican_architect_lu_1028585,Less or More?,Unknown,Unknown,Unknown,Research Project,Fragmented,Temperate,2024,A research project examining the psychological effects of minimalist and maximalist spaces.,0.8
p_liberation_museum_of_manisa_yalin_architectural__1036953,Liberation Museum of Manisa,Yalin Architectural Design,Manisa,Turkey,museum,fragmented,temperate,2024,The Liberation Museum of Manisa is an innovative cultural destination celebrating local history.,0.8
p_liberation_museum_of_manisa_yalin_architectural__1036953,Liberation Museum of Manisa,Yalin Architectural Design,Manisa,Turkey,museum,fragmented,temperate,2024,The Liberation Museum of Manisa is an innovative cultural facility designed to narrate the region's historical liberation.,0.8
p_library_of_the_high_school_affiliated_to_nanjing_n_atelier_fcjz_1036988,"Library of the High School Affiliated to Nanjing Normal University, Xiaozhuang Campus",Atelier FCJZ,Nanjing,China,Library,fragmented,temperate,2024,A modern educational library designed to foster learning and collaboration among high school students.,0.9
p_library_of_the_high_school_affiliated_to_nanjing_n_atelier_fcjz_1036988,"Library of the High School Affiliated to Nanjing Normal University, Xiaozhuang Campus",Atelier FCJZ,Nanjing,China,library,fragmented,temperate,2024,"A contemporary library designed for the High School Affiliated to Nanjing Normal University, focusing on modern learning environments.",0.8
p_light_matters_a_flash_back_to_the_glittering_age_o_unknown_645768,Light Matters: A Flash Back to the Glittering Age of Las Vegas,Unknown Architect/Firm,Las Vegas,United States,museum,compact,arid,2024,A museum exhibit that reflects on the vibrant history of neon signage in Las Vegas.,0.8
p_light_matters_a_flash_back_to_the_glittering_age_o_unknown_645768,Light Matters: A Flash Back to the Glittering Age of Las Vegas,Unknown,Las Vegas,United States,museum,fragmented,arid,2024,A contemporary museum honoring the rich history of Las Vegas through its neon signage.,0.8
p_lighter_and_stronger_composites_are_changing_how_w_unknown_1034993,Lighter and Stronger,Unknown,,,Institutional,fragmented,temperate,2024,"This project demonstrates how composite materials are transforming modern construction, making buildings lighter and stronger.",0.8
p_lighter_and_stronger_composites_are_changing_how_w_unknown_1034993,"Lighter and Stronger, Composites Are Changing How We Build",,,,mixed-use,fragmented,temperate,2024,"The project explores the innovative use of composite materials in modern construction, focusing on lightweight and strong designs.",0.8
p_lina_ghotmeh_on_memory_museums_and_the_archaeology_unknown_1034567,"Memory, Museums, and the Archaeology of the Future",Lina Ghotmeh,,,museum,fragmented,temperate,2024,"Lina Ghotmeh's project investigates the interplay of memory, museum design, and future archaeological narratives.",0.8
p_lina_ghotmeh_on_memory_museums_and_the_archaeology_unknown_1034567,"Memory, Museums, and the Archaeology of the Future",Lina Ghotmeh,,,museum,,temperate,2024,A conceptual museum that explores memory and archaeology in a forward-looking context.,0.8
p_lisbon_architecture_triennale_2025_examines_the_te_unknown_1035135,Lisbon Architecture Triennale 2025 Examines the Technosphere and Human Impact on Earth,,Lisbon,Portugal,exhibition,,temperate,2024,The Lisbon Architecture Triennale 2025 explores the relationship between the technosphere and human environmental impact.,0.8
p_lisbon_architecture_triennale_2025_examines_the_te_unknown_1035135,Lisbon Architecture Triennale 2025 Examines the Technosphere and Human Impact on Earth,Lisbon Architecture Triennale,Lisbon,Portugal,cultural,courtyard,temperate,2025,The Lisbon Architecture Triennale 2025 focuses on the intersection of the technosphere and human impact on the planet.,0.85
p_local_knowledge_and_ecological_context_city_making_unknown_1036351,Local Knowledge and Ecological Context: City Making Lessons from Chicago’s Wild Mile,Not specified,Chicago,USA,Urban ecology project,fragmented,temperate,2024,"This project focuses on community-led ecological interventions in urban settings, taking insights from Chicago’s Wild Mile.",0.8
p_local_knowledge_and_ecological_context_city_making_unknown_1036351,Local Knowledge and Ecological Context: City Making Lessons from Chicago’s Wild Mile,Open Architecture,Chicago,United States,Urban design,linear,temperate,2024,A project that combines ecological understanding with urban design to create a dynamic urban landscape.,0.8
p_londons_national_gallery_expansion_and_lina_ghotme_farshid_moussavi_arc_1037182,National Gallery Expansion and Mathaf Campus Project,Lina Ghotmeh,London,United Kingdom,museum,fragmented,temperate,2024,The National Gallery Expansion integrates innovative design with art exhibition while enhancing public engagement.,0.8
p_londons_national_gallery_expansion_and_lina_ghotme_farshid_moussavi_arc_1037182,National Gallery Expansion and Mathaf Campus Project,Lina Ghotmeh,London,United Kingdom,museum,fragmented,temperate,2024,The project expands London's National Gallery and incorporates educational facilities within a cohesive cultural campus.,0.8
p_londons_national_gallery_unveils_shortlist_for_exp_farshid_moussavi_arc_1036901,National Gallery Expansion,Farshid Moussavi,London,United Kingdom,museum,fragmented,temperate,2024,The National Gallery in London is expanding to enhance its exhibition capacity and visitor experience.,0.8
p_londons_national_gallery_unveils_shortlist_for_exp_farshid_moussavi_arc_1036901,National Gallery Expansion,"Farshid Moussavi, Foster + Partners, RPBW, Kengo Kuma",London,United Kingdom,museum,fragmented,temperate,2024,The National Gallery's expansion aims to enhance visitor experience while preserving the integrity of the existing structure.,0.8
p_long_lake_cottage_dubbeldam_architectu_1036759,Long Lake Cottage,Dubbeldam Architecture + Design,,Canada,Residential,fragmented,temperate,2024,A contemporary lakeside cottage emphasizing sustainability and relaxation.,0.8
p_long_lake_cottage_dubbeldam_architectu_1036759,Long Lake Cottage,Dubbeldam Architecture + Design,,,Residential,fragmented,temperate,2024,A contemporary cottage designed to enhance relaxation and recreation by the water.,0.8
p_longbranch_residence_mwworks_1020498,Longbranch Residence,mwworks,Longbranch,United States,Residential,fragmented,temperate,2024,"The Longbranch Residence, designed by mwworks, is a modern family home that enhances the connection to its coastal environment.",0.85
p_longbranch_residence_mwworks_1020498,Longbranch Residence,mwworks,Longbranch,United States,Residential,clustered,temperate,2024,The Longbranch Residence is a contemporary family home that harmonizes with its natural surroundings while prioritizing sustainability.,0.8
p_los_angeles_approves_adaptive_reuse_ordinance_20_t_unknown_1028693,Adaptive Reuse Ordinance 2.0,,Los Angeles,United States,Legislative Initiative,,temperate,2024,Los Angeles adopts a new ordinance to facilitate adaptive reuse of buildings.,0.8
p_los_angeles_approves_adaptive_reuse_ordinance_20_t_unknown_1028693,Adaptive Reuse Ordinance 2.0,,Los Angeles,United States,Urban Policy,fragmented,temperate,2024,Los Angeles adopts a new ordinance to facilitate the adaptive reuse of buildings for housing.,0.8
p_los_nogales_preschool_taller_de_arquitectu_1036681,Los Nogales Preschool,Taller de Arquitectura de Bogotá,Bogotá,Colombia,educational,courtyard,tropical,2024,Los Nogales Preschool is an innovative educational building designed to foster early childhood development through interactive spaces.,0.8
p_los_nogales_preschool_taller_de_arquitectu_1036681,Los Nogales Preschool,Taller de Arquitectura de Bogotá,Bogotá,Colombia,Preschool,clustered,tropical,2024,Los Nogales Preschool is a vibrant educational facility designed for early childhood learning.,0.8
